"rules","support","confidence","coverage","lift","count"
"961","{RefBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"962","{ChildBks=[0,1],RefBks=[0,1],ArtBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"963","{ChildBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"964","{ChildBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"965","{RefBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"966","{ChildBks=[0,1],RefBks=[0,1],GeogBks=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"967","{ChildBks=[0,1],RefBks=[0,1],ItalCook=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"968","{ChildBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"969","{RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"970","{ChildBks=[0,1],RefBks=[0,1],GeogBks=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"971","{ChildBks=[0,1],RefBks=[0,1],ItalAtlas=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"972","{ChildBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"973","{RefBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"974","{ChildBks=[0,1],RefBks=[0,1],GeogBks=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"975","{ChildBks=[0,1],RefBks=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"976","{ChildBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"977","{RefBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"978","{ChildBks=[0,1],RefBks=[0,1],GeogBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"979","{ChildBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"980","{ChildBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"981","{RefBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"982","{ChildBks=[0,1],RefBks=[0,1],ItalCook=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"983","{ChildBks=[0,1],RefBks=[0,1],ItalAtlas=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"984","{ChildBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"985","{RefBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"986","{ChildBks=[0,1],RefBks=[0,1],ItalCook=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"987","{ChildBks=[0,1],RefBks=[0,1],ItalArt=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"988","{ChildBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"989","{RefBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"990","{ChildBks=[0,1],RefBks=[0,1],ItalCook=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"991","{ChildBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"992","{ChildBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"993","{RefBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"994","{ChildBks=[0,1],RefBks=[0,1],ItalAtlas=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"995","{ChildBks=[0,1],RefBks=[0,1],ItalArt=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"996","{ChildBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"997","{RefBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"998","{ChildBks=[0,1],RefBks=[0,1],ItalAtlas=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"999","{ChildBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1000","{ChildBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1001","{RefBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1002","{ChildBks=[0,1],RefBks=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1003","{ChildBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1004","{ChildBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1005","{RefBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1006","{ChildBks=[0,1],ArtBks=[0,1],GeogBks=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1007","{ChildBks=[0,1],ArtBks=[0,1],ItalCook=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1008","{ChildBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1009","{ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1010","{ChildBks=[0,1],ArtBks=[0,1],GeogBks=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1011","{ChildBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1012","{ChildBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1013","{ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1014","{ChildBks=[0,1],ArtBks=[0,1],GeogBks=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1015","{ChildBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1016","{ChildBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1017","{ArtBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1018","{ChildBks=[0,1],ArtBks=[0,1],GeogBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1019","{ChildBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1020","{ChildBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1021","{ArtBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1022","{ChildBks=[0,1],ArtBks=[0,1],ItalCook=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1023","{ChildBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1024","{ChildBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1025","{ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1026","{ChildBks=[0,1],ArtBks=[0,1],ItalCook=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1027","{ChildBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1028","{ChildBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1029","{ArtBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1030","{ChildBks=[0,1],ArtBks=[0,1],ItalCook=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1031","{ChildBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1032","{ChildBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1033","{ArtBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1034","{ChildBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1035","{ChildBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1036","{ChildBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1037","{ArtBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1038","{ChildBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1039","{ChildBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1040","{ChildBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1041","{ArtBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1042","{ChildBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1043","{ChildBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1044","{ChildBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1045","{ArtBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1046","{ChildBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1047","{ChildBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1048","{ChildBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1049","{GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1050","{ChildBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1051","{ChildBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1052","{ChildBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1053","{GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1054","{ChildBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1055","{ChildBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1056","{ChildBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1057","{GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1058","{ChildBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1059","{ChildBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1060","{ChildBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1061","{GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1062","{ChildBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1063","{ChildBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1064","{ChildBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1065","{GeogBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1066","{ChildBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1067","{ChildBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1068","{ChildBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1069","{GeogBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1070","{ChildBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1071","{ChildBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1072","{ChildBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1073","{ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1074","{ChildBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1075","{ChildBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1076","{ChildBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1077","{ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1078","{ChildBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1079","{ChildBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1080","{ChildBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1081","{ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1082","{ChildBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1083","{ChildBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1084","{ChildBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1085","{ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"1086","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1087","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1088","{YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1089","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1090","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1091","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1092","{YouthBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1093","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1094","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1095","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1096","{YouthBks=[0,1],DoItYBks=[0,1],GeogBks=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1097","{CookBks=[0,1],DoItYBks=[0,1],GeogBks=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1098","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1099","{YouthBks=[0,1],CookBks=[0,1],ItalCook=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1100","{YouthBks=[0,1],DoItYBks=[0,1],ItalCook=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1101","{CookBks=[0,1],DoItYBks=[0,1],ItalCook=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1102","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1103","{YouthBks=[0,1],CookBks=[0,1],ItalAtlas=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1104","{YouthBks=[0,1],DoItYBks=[0,1],ItalAtlas=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1105","{CookBks=[0,1],DoItYBks=[0,1],ItalAtlas=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1106","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1107","{YouthBks=[0,1],CookBks=[0,1],ItalArt=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1108","{YouthBks=[0,1],DoItYBks=[0,1],ItalArt=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1109","{CookBks=[0,1],DoItYBks=[0,1],ItalArt=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1110","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1111","{YouthBks=[0,1],CookBks=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"1112","{YouthBks=[0,1],DoItYBks=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1113","{CookBks=[0,1],DoItYBks=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1114","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1115","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1116","{YouthBks=[0,1],RefBks=[0,1],ArtBks=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1117","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1118","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1119","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1120","{YouthBks=[0,1],RefBks=[0,1],GeogBks=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1121","{CookBks=[0,1],RefBks=[0,1],GeogBks=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1122","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1123","{YouthBks=[0,1],CookBks=[0,1],ItalCook=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1124","{YouthBks=[0,1],RefBks=[0,1],ItalCook=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1125","{CookBks=[0,1],RefBks=[0,1],ItalCook=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1126","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1127","{YouthBks=[0,1],CookBks=[0,1],ItalAtlas=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1128","{YouthBks=[0,1],RefBks=[0,1],ItalAtlas=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1129","{CookBks=[0,1],RefBks=[0,1],ItalAtlas=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1130","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1131","{YouthBks=[0,1],CookBks=[0,1],ItalArt=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1132","{YouthBks=[0,1],RefBks=[0,1],ItalArt=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1133","{CookBks=[0,1],RefBks=[0,1],ItalArt=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1134","{YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1135","{YouthBks=[0,1],CookBks=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"1136","{YouthBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1137","{CookBks=[0,1],RefBks=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1138","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1139","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1140","{YouthBks=[0,1],ArtBks=[0,1],GeogBks=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1141","{CookBks=[0,1],ArtBks=[0,1],GeogBks=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1142","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1143","{YouthBks=[0,1],CookBks=[0,1],ItalCook=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1144","{YouthBks=[0,1],ArtBks=[0,1],ItalCook=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1145","{CookBks=[0,1],ArtBks=[0,1],ItalCook=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1146","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1147","{YouthBks=[0,1],CookBks=[0,1],ItalAtlas=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1148","{YouthBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1149","{CookBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1150","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1151","{YouthBks=[0,1],CookBks=[0,1],ItalArt=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1152","{YouthBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1153","{CookBks=[0,1],ArtBks=[0,1],ItalArt=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1154","{YouthBks=[0,1],CookBks=[0,1],ArtBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1155","{YouthBks=[0,1],CookBks=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"1156","{YouthBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1157","{CookBks=[0,1],ArtBks=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1158","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1159","{YouthBks=[0,1],CookBks=[0,1],ItalCook=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1160","{YouthBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1161","{CookBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1162","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1163","{YouthBks=[0,1],CookBks=[0,1],ItalAtlas=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1164","{YouthBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1165","{CookBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1166","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"1167","{YouthBks=[0,1],CookBks=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1168","{YouthBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1169","{CookBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1170","{YouthBks=[0,1],CookBks=[0,1],GeogBks=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"1171","{YouthBks=[0,1],CookBks=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"1172","{YouthBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1173","{CookBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"1174","{YouthBks=[0,1],CookBks=[0,1],ItalCook=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"1175","{YouthBks=[0,1],CookBks=[0,1],ItalAtlas=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"1176","{YouthBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"1177","{CookBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
